index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
467223,2019/07/25 06:05,4294930000000.0,fraud_Huels-Nolan,gas_transport,62.04,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940/08/23,ff5493d18916b4ec1b4d501ef83cf422,1343196326,38.253365,-79.449047,0
1156553,2020/04/27 13:36,4586810000000000.0,"fraud_Lakin, Ferry and Beatty",food_dining,1.57,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997/07/05,b2ef2b45f83c6db314cdb8c2a8ae61ad,1367069818,32.552029,-80.947957,0
507900,2019/08/08 16:08,4.74288e+18,fraud_Thiel PLC,misc_pos,4.12,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991/04/13,d1cf585e1fc26712158abb780a551d5f,1344442089,19.046916,-155.498329,0
1241683,2020/06/01 17:34,4170690000000000.0,"fraud_Prosacco, Kreiger and Kovacek",home,59.32,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993/05/10,20b0ca2a445240aff7f2a0d7cbe6da2c,1370108059,36.571637,-96.545543,0
217637,2019/04/20 23:47,6596740000000000.0,fraud_Leffler-Goldner,personal_care,5.32,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959/01/15,47b75c3a5d02d18482eb6c47c5f2a29b,1334965677,44.263208,-93.185634,0
825629,2019/12/09 16:42,3583640000000000.0,fraud_Morissette LLC,entertainment,107.16,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985/01/01,6f302321400ef97c750f6c4b8cb85962,1355071336,40.701596,-75.767869,0
512896,2019/08/10 14:41,4.64685e+18,fraud_Howe PLC,entertainment,95.18,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990/06/25,114a3c449c07fdd44769808253552e8e,1344609692,39.888391,-72.246504,0
712193,2019/10/31 11:28,377265000000000.0,"fraud_Robel, Cummerata and Prosacco",gas_transport,76.8,Kara,Miles,F,2076 Thomas Roads Suite 970,Cassatt,SC,29032,34.3424,-80.5,4424,Lawyer,1961/07/31,d6d5aac1ded1c64da153d54c93e44c38,1351682917,35.151632,-80.154179,0
279608,2019/05/18 14:43,2242540000000000.0,fraud_Leannon-Ward,food_dining,56.92,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996/04/10,386ea0c1dfbacc901807c8eec8f91174,1337352201,38.24688,-85.429185,0
95121,2019/02/25 18:09,4.662e+18,fraud_Friesen Ltd,health_fitness,124.27,Linda,Park,F,24607 Charles Mountains,Fenelton,PA,16034,40.8555,-79.7372,2054,Operations geologist,1963/08/04,70dd60e3abc8ffcc253217047efc0208,1330193387,41.700488,-79.807044,0
179876,2019/04/04 05:47,30197400000000.0,fraud_Schmeler Inc,misc_pos,35.11,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987/09/19,fd527925a885ac79c603cf01e31638ee,1333518430,35.671157,-78.550631,0
463102,2019/07/23 04:16,4746000000000.0,fraud_Prohaska-Murray,gas_transport,59.31,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998/10/07,2c6976d88c52bd26c23c8d51f334ab1e,1343016996,41.134466,-86.322496,0
583143,2019/09/04 06:43,30230500000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,84.68,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974/05/18,d0262569d8ca5031114eccd128af68d9,1346740991,40.04915,-76.130623,0
206552,2019/04/15 14:19,4988300000000.0,fraud_Hamill-D'Amore,health_fitness,10.44,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937/03/17,d8d3a19892659b428c47d2dd9e0df4f3,1334499542,42.065782,-73.472324,0
986860,2020/02/06 13:28,2264940000000000.0,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,69.1,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995/10/17,4570d6424e6e2a6c27382f6462e33e28,1360157287,29.303602,-97.495468,0
484410,2019/07/30 23:09,30030400000000.0,fraud_Stiedemann Ltd,food_dining,58.64,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993/11/17,c0ea22c54e402d7018a293696178a0cf,1343689782,30.26411,-100.110349,0
49643,2019/01/29 19:52,340951000000000.0,fraud_Bednar PLC,kids_pets,28.33,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971/07/02,c13ccdbee11933bf5d7ae28c124f6a6c,1327866743,41.777016,-74.762676,0
767938,2019/11/24 21:14,676118000000.0,"fraud_Conroy, Balistreri and Gorczany",health_fitness,6.13,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",1937/02/06,7774efa163b06880d409ae0340aded27,1353791689,44.987272,-123.414169,0
761296,2019/11/22 08:36,4500000000000.0,fraud_Herzog Ltd,misc_pos,6.07,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965/04/07,a8a26a2ef73909141ac3b3c03416ee36,1353573376,38.144428,-74.878107,0
378018,2019/06/23 11:55,4904680000000000.0,"fraud_Stroman, Hudson and Erdman",gas_transport,56.56,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990/10/19,45245ad3c744a6e1e08329ca1c53e6b1,1340452526,42.186497,-73.90776,0
741340,2019/11/12 22:09,4364010000000000.0,fraud_Haag-Blanda,food_dining,5.76,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997/03/12,b0e709f6aff1d6db1308ecc219e94f08,1352758159,40.40436,-120.044415,0
1238040,2020/05/31 18:31,676195000000.0,"fraud_Hagenes, Kohler and Hoppe",food_dining,70.59,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983/07/24,b40d5725c8594fbfe8f84b4d0382d136,1370025107,29.203893,-96.604389,0
109729,2019/03/03 22:18,213174000000000.0,"fraud_Gutmann, McLaughlin and Wiza",home,7.9,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959/10/07,8af6646e2294de1f919d7e6144c05438,1330813114,41.279429,-85.993783,0
774884,2019/11/28 01:57,4.7614e+18,fraud_Vandervort-Funk,grocery_pos,112.06,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986/05/02,204d5e95b6d77e1170b2820f1723cc3e,1354067851,36.204251,-91.213042,0
207274,2019/04/15 18:42,213191000000000.0,"fraud_Roberts, Ryan and Smith",personal_care,124.21,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004/03/18,774fd58f9ab0f28d779b50e6cfb2ac00,1334515327,41.972222,-87.681275,0
1216619,2020/05/24 07:51,4025610000000000.0,"fraud_Haley, Jewess and Bechtelar",shopping_pos,8.03,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949/03/20,61000ef580e5ff107070c5d21920e412,1369381897,41.737953,-78.751677,0
1124284,2020/04/13 08:08,38199000000000.0,"fraud_Streich, Hansen and Veum",gas_transport,69.63,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,1988/04/15,6b0ec5719312bdbd18689aa5bd618866,1365840501,42.924635,-71.789017,0
438424,2019/07/14 18:52,5152050000000000.0,fraud_Rippin-VonRueden,health_fitness,44.4,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972/09/12,be007f9d51cae04862b57892e671af72,1342291970,30.719665,-89.373302,0
1171891,2020/05/04 10:29,3599240000000000.0,fraud_Pacocha-Bauch,shopping_pos,323.19,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932/11/19,cccaa25204407edff3be02da2a2d6a68,1367663368,37.769287,-85.219168,0
461568,2019/07/22 17:29,3577600000000000.0,fraud_Emmerich-Rau,personal_care,4.6,David,Rogers,M,265 Mullen Park Apt. 307,Summerfield,NC,27358,36.2245,-79.8901,14075,"Buyer, industrial",1929/04/22,c56b2363a5062658794e402fe170d91f,1342978197,36.018658,-79.469104,0
665094,2019/10/10 18:15,6011330000000000.0,fraud_Kub PLC,personal_care,11.03,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971/09/01,3380a8f28aee5716a7bf15129bcb21fa,1349892947,36.942307,-95.958726,0
1225902,2020/05/26 18:40,4169390000000.0,"fraud_Metz, Russel and Metz",kids_pets,34.95,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962/09/27,ee520df1b6d9c2350c8424d3ffeac823,1369593615,43.531763,-77.890848,0
773639,2019/11/27 10:43,4642890000000.0,fraud_Ledner-Pfannerstill,gas_transport,43.33,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990/07/13,ee0bcf98dd020052dc4ae612b264b884,1354012984,40.387569,-95.37393,0
648452,2019/10/03 09:23,571465000000.0,"fraud_Connelly, Reichert and Fritsch",gas_transport,71.84,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976/02/26,4eb8ee170fb26587c09237b652f88cf6,1349256230,43.455738,-108.349012,0
150212,2019/03/22 08:03,376445000000000.0,fraud_Marks Inc,gas_transport,68.65,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,1982/02/11,005687289e04cb33e8c74720c9d6c152,1332403420,40.385805,-101.673144,0
1144518,2020/04/21 16:54,6011540000000000.0,"fraud_Hayes, Marquardt and Dibbert",misc_net,1.41,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972/08/09,dbaa99965a0da5f3b77ef6ac8145e268,1366563252,37.984072,-78.358513,0
957753,2020/01/20 01:54,4119760000000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,14.5,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945/08/19,78480c708765a4143178087744e54d40,1358646872,39.973907,-89.646118,0
258153,2019/05/08 16:50,346273000000000.0,"fraud_Hermiston, Russel and Price",food_dining,175.2,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991/10/22,b927ec29f990e56a8ac7e3d3a395c9e5,1336495830,37.555674,-81.45812,0
1184572,2020/05/10 06:01,60422928733.0,fraud_Luettgen PLC,gas_transport,73.05,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942/04/02,3d0cd73ea68e3bd9211ece71e0f97409,1368165686,33.032535,-81.963758,0
209848,2019/04/17 05:28,676373000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,124.68,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987/07/18,b29579ead86af79a53d09fd39b430c3b,1334640535,40.725782,-97.856515,0
808334,2019/12/06 15:35,377027000000000.0,fraud_Hills-Boyer,personal_care,72.38,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974/10/27,c79dcb9a9793d9b55c2ba7c6125389e9,1354808131,36.383544,-90.265229,0
162357,2019/03/27 05:19,343669000000000.0,fraud_Turner and Sons,shopping_pos,2.17,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949/11/16,c326e3e6e164fa5d8d4374b49c6f013a,1332825575,34.41866,-79.895184,0
300129,2019/05/26 16:47,3521420000000000.0,"fraud_Hermiston, Russel and Price",food_dining,155.92,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975/11/30,2842fa337ebb1f24f32ad2a1fce3eae3,1338050853,40.524981,-86.286845,0
226816,2019/04/24 19:26,4839040000000000.0,fraud_Bednar Group,misc_net,130.23,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999/06/28,a19ce32a3627726782ade4583d612a7b,1335295617,41.857328,-92.452584,0
251072,2019/05/05 15:28,4.89707e+18,fraud_Swift PLC,kids_pets,39.31,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975/10/07,4fd73d5a241fa9cb8ac887c09d3ee74c,1336231701,27.902557,-82.484346,0
721378,2019/11/04 01:58,502013000000.0,fraud_Huels-Nolan,gas_transport,52.3,Sherry,Martinez,F,144 Yu Locks Apt. 754,Garrattsville,NY,13342,42.6315,-75.1866,165,Naval architect,1945/09/20,4bf04048b71cc92b1cc06310a5780aa0,1351994322,43.357046,-75.505102,0
514810,2019/08/11 02:27,213153000000000.0,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,52.66,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997/11/23,21d3bc57c740d8a1d05477177e4c1fb6,1344652066,46.296535,-90.379634,0
899648,2019/12/26 20:20,370877000000000.0,fraud_Crona and Sons,kids_pets,85.27,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984/03/06,a920f0b220ba460f2ad1c0123e7a6d84,1356553236,36.290621,-80.614892,0
897867,2019/12/26 09:32,6502200000000000.0,"fraud_Terry, Johns and Bins",misc_pos,37.81,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1985/04/03,aca40bbf8d6cb7aef0bad016b0feab29,1356514320,40.202664,-106.48488,0
109418,2019/03/03 20:25,3508100000000000.0,fraud_Spencer PLC,entertainment,146.35,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991/04/11,cdd6038f55cc1ec725a7d43ee14131ed,1330806334,43.419235,-87.665201,0
747023,2019/11/16 02:25,4265780000000000.0,"fraud_Zboncak, Rowe and Murazik",shopping_net,4.75,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969,"Physicist, medical",1954/01/05,6a85b1421d4d716587bb33515d442560,1353032711,34.941215,-92.594313,0
1105307,2020/04/05 07:20,3552580000000000.0,fraud_Grimes LLC,entertainment,31.2,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965/04/13,d6ffaf723b23e4280343ebdc07370656,1365146412,35.702205,-82.991593,0
1255210,2020/06/06 21:07,30230500000000.0,fraud_Padberg-Sauer,home,92.1,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974/05/18,27021994a726cb936fbf5b075a0d4188,1370552824,40.856957,-76.366943,0
293862,2019/05/24 19:17,180047000000000.0,"fraud_Lubowitz, Terry and Stracke",personal_care,17.02,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",1942/04/17,e3dafad6b3dc71e7eb47f8d5991996ee,1337887043,36.988909,-89.018749,0
373678,2019/06/22 04:14,6011110000000000.0,fraud_Nader-Heller,misc_net,119.37,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983/02/08,6abcd7b168785937f81bc2785c49fb7c,1340338478,34.060796,-77.363745,0
300635,2019/05/26 19:13,2254920000000000.0,fraud_Wilkinson PLC,kids_pets,41.19,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976/03/26,f1e2970fee2a97d8cfe486f56f5feef6,1338059583,38.562506,-76.810703,0
679744,2019/10/17 01:45,4.11027e+18,fraud_Bednar Group,misc_net,63.47,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686,"Education officer, community",1986/11/06,d2e14b7d753125e231e63435cd3c84bd,1350438336,33.02162,-91.038486,0
976763,2020/01/31 19:49,30407700000000.0,fraud_Eichmann-Kilback,home,66.26,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991/10/13,326eff42143e590c43a226f6d4413bc8,1359661782,43.032143,-77.725689,0
724327,2019/11/05 01:23,3551510000000000.0,fraud_Bartoletti-Wunsch,gas_transport,69.59,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947/07/15,3a9a083852971e34f415eca79435818c,1352078609,36.528406,-86.152308,0
145733,2019/03/19 18:20,2475090000000000.0,"fraud_Hartmann, Rowe and Hermann",travel,482.57,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993/10/12,5cb63f73f319cb919f63ff082ea657ae,1332181253,44.200591,-95.20587,0
1130615,2020/04/15 15:03,3523840000000000.0,fraud_Deckow-Dare,food_dining,1.52,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970/11/20,0385537e3a05bfb7339eabe96eae509f,1366038182,32.920837,-86.173555,0
1269379,2020/06/11 11:22,4344960000000000.0,fraud_Howe Ltd,misc_pos,35.34,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976/09/29,9abf0a5921559a603498529d9d33ad10,1370949766,40.745742,-79.43922,0
591290,2019/09/08 05:07,4972230000000000.0,fraud_Luettgen PLC,gas_transport,54.0,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960/04/08,85de5ad81d3e3081b8647a0000cbdea9,1347080865,34.396949,-96.407547,0
1023992,2020/02/28 11:51,30373800000000.0,fraud_Murray-Smitham,grocery_pos,82.53,Nicholas,Osborne,M,7538 Carrie Meadow Suite 574,Claremont,CA,91711,34.1092,-117.7183,35705,Wellsite geologist,1956/05/15,8143df7b8bf1c3d050bca7f7412c37fc,1362052306,33.265802,-116.866237,0
1168092,2020/05/02 23:06,30518200000000.0,fraud_Hirthe-Beier,health_fitness,19.19,Tamara,Martinez,F,471 Marquez Prairie Suite 680,Matthews,MO,63867,36.7154,-89.6287,1019,Aeronautical engineer,1979/01/26,85cfc05a088864482ebafc30e7b180cd,1367535991,36.953049,-90.626584,0
402507,2019/07/01 17:08,38199000000000.0,fraud_Barton LLC,kids_pets,45.61,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,1988/04/15,df637763018eb26780f1f0ec3544ef31,1341162533,43.621783,-72.613377,0
735570,2019/11/10 15:01,3596360000000000.0,"fraud_Gutmann, McLaughlin and Wiza",home,51.93,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973/05/27,077c23dc7632d1b0192c994ab1febd63,1352559701,41.15785,-78.121636,0
534325,2019/08/17 23:15,3561960000000000.0,fraud_Jakubowski Group,food_dining,60.82,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,1984/03/03,832327a3aac82516fdec4502fe2b61a8,1345245342,40.93309,-72.585676,0
216211,2019/04/20 13:35,377027000000000.0,"fraud_Larkin, Stracke and Greenfelder",entertainment,66.4,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,1974/10/27,412a8487c0bbcc61d332fe77089beea0,1334928930,37.986775,-90.170302,0
272520,2019/05/14 19:22,4195830000000000.0,fraud_Runte-Mohr,food_dining,62.12,Victoria,Mcbride,F,0688 Kevin Manor,Clarksville,MO,63336,39.3465,-90.9362,1146,Exercise physiologist,1929/04/07,beae2ef1fa984c287f9408b67fe0d593,1337023369,39.780108,-90.285285,0
143220,2019/03/18 14:18,4294930000000.0,fraud_Kertzmann LLC,health_fitness,4.72,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940/08/23,15775d2ca8b647a34986995f6c7cace9,1332080317,38.087758,-80.777914,0
1272368,2020/06/12 18:16,4.81084e+18,fraud_Connelly-Carter,home,57.11,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985/08/31,0cbd3c2cd804830ead6bc4ff9496a745,1371060984,36.243652,-94.143936,0
202232,2019/04/14 03:18,5540640000000000.0,fraud_Koss and Sons,gas_transport,55.38,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985/04/04,f10c26ba8304b2efdea4c85dba7f1726,1334373508,42.036405,-71.512562,0
397762,2019/06/30 13:14,5456780000000000.0,fraud_Gottlieb Group,kids_pets,11.57,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139,Patent attorney,1954/05/25,1b1e42105c34671bc71b7bd1527b370c,1341062068,40.57866,-80.2959,0
306032,2019/05/28 11:30,30560600000000.0,fraud_Bernhard Inc,gas_transport,65.39,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966/02/13,0ca48026ffb4d1c4b3e4c2fff9740d86,1338204649,40.695669,-92.362449,0
1184753,2020/05/10 08:09,180094000000000.0,fraud_Kutch LLC,gas_transport,48.9,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972/09/22,e5d7ac90909f7d0234ad076caa6a53a6,1368173381,33.056558,-118.086296,0
603896,2019/09/14 02:02,3573030000000000.0,fraud_Auer-Mosciski,grocery_pos,88.08,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990/01/17,2f2719fee11faff43ee8be303e3de27b,1347588134,40.015872,-111.394984,0
171793,2019/03/31 14:44,30404300000000.0,fraud_Harris Group,food_dining,62.03,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,1993/10/25,07124acd946b281f461070715d845b8c,1333205041,43.936087,-79.468427,0
831675,2019/12/11 07:51,6011500000000000.0,fraud_Huels-Hahn,gas_transport,46.24,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971/11/02,173b2109d20f71cd89d893adc7c85888,1355212317,32.437441,-86.429493,0
1243250,2020/06/02 02:30,676369000000.0,fraud_Spinka Inc,grocery_net,55.57,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974/12/28,93db45f92076c71afd92e0e8d507e23e,1370140256,43.412381,-82.37065,0
1174733,2020/05/05 08:15,3589290000000000.0,fraud_Lockman Ltd,grocery_pos,110.33,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972/03/05,020e20174ccf9894033e8f40ca29e061,1367741753,43.956177,-98.157483,0
13155,2019/01/08 13:09,30181400000000.0,fraud_Bernier and Sons,kids_pets,37.53,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,1953/12/25,9eb6bb6a265647aafd515e886ef987b6,1326028142,43.677297,-121.763252,0
372385,2019/06/21 17:27,2248350000000000.0,fraud_Price Inc,shopping_net,1027.22,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960/08/05,07029017f3c5106d7570cb4a36e119c7,1340299624,41.821269,-82.240289,1
1057449,2020/03/15 08:11,213161000000000.0,fraud_Cormier LLC,shopping_net,3.36,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963/02/09,5116d792f1cda79eb3fdabb7bfe18cba,1363335072,33.110967,-85.555632,0
875928,2019/12/21 15:26,3541160000000000.0,fraud_Kerluke-Abshire,shopping_net,22.08,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003/05/07,5abc0a9712fdd09a7e3a4b9863214a83,1356103569,38.664102,-89.900366,0
79141,2019/02/16 18:48,4822370000000000.0,fraud_Goldner-Lemke,entertainment,35.51,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1991/01/01,75aada964fe3e86867d4f8da5b4d3468,1329418118,27.779887,-82.585968,0
1262394,2020/06/08 21:23,2720430000000000.0,fraud_Watsica LLC,personal_care,9.0,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997/08/22,6c160abac4f8539e99001c094e1bc58f,1370726627,43.401937,-69.044776,0
674364,2019/10/14 09:55,4.2554e+18,fraud_Nader-Heller,misc_net,1.55,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952/09/27,1aff67ada9b2e4254d26d3228830ce91,1350208535,33.506724,-97.762216,0
712118,2019/10/31 10:09,561943000000.0,fraud_Goodwin-Nitzsche,grocery_pos,194.51,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986/03/14,e0d212b780fd80ffac65f97c77b71a0b,1351678175,37.93826,-76.575158,0
1276186,2020/06/14 07:38,676282000000.0,fraud_Hudson-Ratke,grocery_pos,73.13,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950/03/25,8a8b871ec8e98a0371618cc8dfd445d7,1371195517,30.046053,-84.369986,0
676958,2019/10/15 09:51,4562830000000.0,"fraud_Lind, Huel and McClure",gas_transport,63.49,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1971/11/26,94121a905132d1e7defce1db911d575d,1350294666,40.099554,-84.279216,0
